2.046470000000000027e+03 3.639500000000000313e+01
2.060449999999999818e+03 3.586399999999999721e+01
2.064820000000000164e+03 3.264999999999999858e+01
2.065809999999999945e+03 3.532399999999999807e+01
2.068840000000000146e+03 3.625999999999999801e+01
2.074199999999999818e+03 3.604800000000000182e+01
2.077590000000000146e+03 3.605400000000000205e+01
2.081949999999999818e+03 3.593099999999999739e+01
2.086300000000000182e+03 3.588600000000000279e+01
2.087389999999999873e+03 3.585399999999999920e+01
2.090070000000000164e+03 3.434300000000000352e+01
2.094860000000000127e+03 3.565200000000000102e+01
2.099050000000000182e+03 3.554899999999999949e+01
2.103260000000000218e+03 3.544100000000000250e+01
2.107409999999999854e+03 3.530199999999999960e+01
2.111519999999999982e+03 3.525699999999999790e+01
2.115590000000000146e+03 3.519500000000000028e+01
2.119670000000000073e+03 3.520300000000000296e+01
2.123670000000000073e+03 3.523700000000000188e+01
2.127659999999999854e+03 3.526200000000000045e+01
2.131599999999999909e+03 3.536599999999999966e+01
2.136090000000000146e+03 3.509100000000000108e+01
2.139369999999999891e+03 3.537299999999999756e+01
2.147139999999999873e+03 3.546399999999999864e+01
2.150829999999999927e+03 3.528300000000000125e+01
2.154590000000000146e+03 3.510000000000000142e+01
2.158280000000000200e+03 3.489900000000000091e+01
2.161900000000000091e+03 3.461899999999999977e+01
2.165570000000000164e+03 3.465899999999999892e+01
2.169170000000000073e+03 3.456300000000000239e+01
2.172739999999999782e+03 3.450600000000000023e+01
2.176269999999999982e+03 3.453199999999999648e+01
2.179750000000000000e+03 3.449499999999999744e+01
2.183190000000000055e+03 3.454699999999999704e+01
2.186650000000000091e+03 3.454699999999999704e+01
2.190010000000000218e+03 3.463400000000000034e+01
2.193329999999999927e+03 3.466599999999999682e+01
2.196639999999999873e+03 3.468999999999999773e+01
2.199920000000000073e+03 3.473499999999999943e+01
2.203130000000000109e+03 3.477799999999999869e+01
2.206349999999999909e+03 3.479200000000000159e+01
2.209480000000000018e+03 3.479500000000000171e+01
